Station,Jahr,Jan,Feb,Mrz,Apr,Mai,Jun,Jul,Aug,Sep,Okt,Nov,Dez
617108660010,1919,-1,-141,329,429,1079,1559,1399,1769,1559,539,119,9
617109350010,1919,132,-38,472,582,1252,1702,1572,1862,1592,652,302,182
617109620000,1919,-130,-170,140,190,800,1250,1120,1540,1400,330,20,30
612061790010,1920,90,260,490,790,1110,1400,1640,1500,1300,680,360,140
617102030000,1920,385,505,725,925,1315,1545,1675,1465,1345,735,295,165
617103200000,1920,370,490,770,980,1400,1630,1790,1490,1320,820,340,190
617103380000,1920,324,474,764,984,1364,1594,1844,1514,1314,754,244,124
617103790000,1920,158,288,688,1038,1458,1498,1868,1578,1308,588,38,-42
617103810000,1920,112,262,652,1022,1432,1472,1872,1592,1292,622,52,-68
617103840000,1920,205,325,725,1095,1515,1565,1905,1635,1365,655,85,15
617104380000,1920,229,339,679,919,1359,1479,1709,1459,1259,739,119,68
617104710010,1920,307,387,767,1157,1617,1677,2037,1767,1467,687,157,86
617104880000,1920,215,245,635,1075,1465,1465,1855,1595,1355,615,85,25
617105540000,1920,206,206,596,966,1366,1436,1726,1476,1256,536,-104,-24
617105550020,1920,300,360,680,1060,1470,1540,1820,1570,1330,600,60,90
617105780000,1920,-327,-77,33,373,833,793,1203,943,763,173,-137,-347
617106390010,1920,363,393,763,1043,1563,1713,1843,1613,1423,903,213,213
617106400010,1920,381,451,791,1071,1611,1771,1911,1661,1481,941,231,191
617106770010,1920,192,202,552,932,1432,1512,1772,1482,1262,642,-8,95
617107390000,1920,375,365,745,1065,1545,1585,1835,1615,1375,845,135,145
617108660010,1920,199,139,589,919,1479,1479,1759,1529,1299,669,39,-11
617109350010,1920,302,222,582,982,1572,1652,1852,1622,1452,882,182,91
617109620000,1920,170,230,470,650,1210,1160,1480,1270,1140,600,240,-30
612061790010,1921,350,170,530,770,1320,1380,1670,1590,1300,1040,210,230
617102030000,1921,565,355,685,895,1335,1385,1735,1695,1375,1245,135,285
617103380000,1921,514,214,684,834,1464,1444,1844,1744,1364,1184,24,194
617103790000,1921,398,98,688,868,1488,1458,1898,1828,1368,1088,-52,-23
617103810000,1921,372,112,702,832,1512,1442,1922,1852,1372,1072,-18,-18
617103840000,1921,475,175,675,935,1555,1515,1935,1875,1375,1055,35,74
617104380000,1921,428,188,578,778,1338,1398,1838,1718,1338,1138,-42,27
617104710010,1921,546,216,756,976,1586,1566,1966,1986,1476,1216,116,125
617104880000,1921,445,125,635,805,1445,1405,1855,1865,1365,1095,15,-15
617105540000,1921,396,66,526,716,1346,1366,1816,1686,1286,1026,-174,-35
617105550020,1921,550,210,640,830,1400,1470,1870,1750,1300,1110,-40,90
617105780000,1921,-207,-457,73,133,833,783,1323,1223,833,683,-337,-418
617106390010,1921,553,303,713,973,1543,1683,2163,1853,1543,1303,63,143
617106400010,1921,571,351,771,1021,1591,1721,2161,1911,1611,1331,81,160
617106770010,1921,345,75,455,745,1425,1475,1945,1765,1285,995,-75,-93
617107390000,1921,515,195,635,865,1515,1605,2115,1825,1525,1185,35,75
617108660010,1921,319,-21,569,659,1429,1479,2019,1779,1409,1109,-111,-71
617109350010,1921,411,111,511,811,1521,1661,2041,1811,1511,1101,141,160
617109620000,1921,240,-150,430,400,1130,1170,1740,1520,1260,1070,-20,-100
612061790010,1922,-170,-200,220,480,1210,1430,1520,1460,1180,580,350,330
617102030000,1922,-105,35,385,595,1305,1445,1535,1505,1205,615,475,485
617103380000,1922,-206,-56,404,564,1394,1544,1574,1524,1174,484,384,403
617103790000,1922,-403,-203,357,587,1407,1607,1647,1567,1157,477,227,206
617103810000,1922,-448,-188,312,542,1402,1602,1622,1552,1132,472,222,202
617103840000,1922,-336,-166,404,634,1434,1664,1694,1594,1214,514,314,274
617104380000,1922,-233,-163,337,497,1317,1527,1537,1477,1117,497,267,236
617104710010,1922,-195,-35,475,715,1475,1695,1735,1665,1265,545,365,344
617104880000,1922,-275,-215,355,595,1365,1625,1665,1575,1135,495,235,215
617105540000,1922,-485,-315,305,505,1355,1525,1555,1485,1035,395,185,225
617105550020,1922,-330,-160,410,690,1420,1610,1640,1540,1150,500,340,300
617105780000,1922,-838,-558,-238,-118,732,982,982,962,492,-88,-308,-328
617106390010,1922,-7,123,533,713,1553,1763,1723,1663,1243,623,383,322
617106400010,1922,-30,90,540,710,1620,1810,1740,1720,1280,660,420,320
617106770010,1922,-343,-263,317,547,1347,1607,1557,1517,1077,477,167,110
617107390000,1922,-25,105,505,685,1515,1685,1705,1675,1195,655,335,265
617108660010,1922,-311,-131,419,589,1369,1659,1589,1649,1109,549,129,49
617109350010,1922,-10,10,530,740,1500,1750,1690,1720,1210,730,300,170
617109620000,1922,-350,-210,230,320,1140,1340,1340,1430,870,340,-60,10
612061790010,1923,230,-40,290,480,980,1150,1710,1440,1260,1000,360,-110
617102030000,1923,415,135,585,685,1015,1115,1855,1525,1305,1065,355,-55
617103380000,1923,313,73,543,703,1123,1113,1863,1523,1353,1103,353,-117
617103790000,1923,176,-54,516,676,1206,1146,1886,1576,1386,1056,326,-284
617103810000,1923,152,-78,482,652,1172,1092,1882,1552,1352,1022,302,-278
617103840000,1923,234,4,574,744,1224,1194,1934,1594,1374,1074,374,-206
617104380000,1923,206,106,556,666,1136,1086,1816,1486,1246,1016,276,-144
617104710010,1923,284,104,604,794,1354,1244,2054,1734,1464,1174,424,-137
617104880000,1923,155,35,535,675,1285,1145,1915,1645,1395,1095,335,-235
617105540000,1923,145,15,445,645,1145,1115,1845,1545,1285,1065,225,-246
617105550020,1923,260,120,560,700,1280,1200,1880,1590,1340,1090,340,-140
617105780000,1923,-508,-548,-58,2,632,432,1262,1002,772,492,-188,-718
617106390010,1923,242,392,742,882,1292,1242,2062,1732,1422,1112,382,52
617106400010,1923,280,390,760,910,1310,1300,2080,1790,1490,1130,400,70
617106770010,1923,20,70,480,690,1220,1110,1860,1570,1280,990,250,-237
617107390000,1923,205,415,685,875,1345,1275,2045,1835,1475,1175,375,85
617108660010,1923,-61,139,429,689,1299,1169,1899,1789,1359,1089,289,-191
617109350010,1923,120,430,570,860,1360,1330,2040,1810,1420,1150,450,59
617109620000,1923,-260,40,230,480,1030,860,1700,1530,1190,990,220,-340
612061790010,1924,-240,-290,-20,380,1030,1410,1530,1550,1390,960,510,360
617102030000,1924,-85,-15,215,595,1285,1475,1675,1505,1425,1005,475,415
617103380000,1924,-157,-177,263,653,1423,1553,1703,1473,1393,1003,393,333
617103790000,1924,-374,-334,226,606,1426,1596,1746,1596,1416,986,266,125
617103810000,1924,-358,-358,192,552,1402,1582,1742,1602,1392,992,272,122
617103840000,1924,-306,-286,244,634,1474,1654,1784,1614,1434,1034,334,173
617104380000,1924,-324,-254,236,616,1366,1486,1646,1376,1306,936,256,165
617104710010,1924,-247,-207,343,783,1673,1763,1903,1723,1553,1033,363,241
617104880000,1924,-305,-345,205,665,1525,1625,1725,1535,1485,1025,325,85
617105540000,1924,-456,-326,194,614,1424,1524,1714,1454,1344,914,184,94
617105550020,1924,-280,-230,280,700,1490,1550,1780,1410,1390,960,310,220
617105780000,1924,-628,-858,-388,2,822,912,1072,852,822,402,-48,12
617106390010,1924,-188,-38,462,852,1552,1652,1812,1502,1422,1022,362,212
617106400010,1924,-200,-20,490,880,1590,1700,1840,1530,1480,1070,400,240
617106770010,1924,-487,-337,163,653,1403,1533,1693,1423,1343,873,163,-104
617107390000,1924,-225,-145,385,865,1525,1595,1865,1555,1535,1075,285,-5
617108660010,1924,-431,-391,259,709,1359,1509,1689,1429,1379,859,119,-171
617109350010,1924,-201,-131,409,839,1399,1629,1789,1519,1419,1019,409,108
617109620000,1924,-220,-530,40,460,1120,1210,1440,1130,1210,800,270,160
612061790010,1925,370,330,150,700,1290,1470,1830,1700,1200,800,300,-40
617102030000,1925,415,465,335,855,1405,1455,1875,1665,1225,985,345,55
617103380000,1925,393,463,223,883,1463,1533,1883,1743,1133,893,263,43
617103790000,1925,285,425,175,855,1545,1525,1925,1725,1135,855,205,-65
617103810000,1925,262,402,132,832,1552,1492,1922,1712,1122,832,192,-68
617103840000,1925,333,483,223,933,1603,1553,1973,1773,1153,863,273,-17
617104380000,1925,235,395,145,855,1375,1465,1775,1635,1075,815,205,-76
617104710010,1925,391,531,281,1001,1621,1661,1951,1811,1241,941,371,100
617104880000,1925,265,445,135,855,1495,1525,1845,1695,1145,845,275,-5
617105540000,1925,194,384,104,804,1364,1454,1754,1644,1104,804,164,-67
617105550020,1925,360,500,240,920,1440,1550,1830,1690,1160,870,290,60
617105780000,1925,-138,-218,-528,172,792,802,1182,1072,502,352,-308,-509
617106390010,1925,342,532,292,1002,1532,1672,1902,1752,1152,982,302,91
617106400010,1925,370,550,340,1030,1590,1730,1960,1800,1210,1020,330,99
617106770010,1925,116,316,76,816,1386,1516,1706,1616,1076,786,176,-131
617107390000,1925,265,485,225,965,1495,1685,1875,1825,1245,1015,215,65
617108660010,1925,59,289,29,809,1309,1529,1709,1689,1129,819,129,-131
617109350010,1925,228,368,178,878,1358,1688,1818,1688,1198,908,288,77
617109620000,1925,130,150,-240,560,1010,1250,1440,1400,870,760,-30,-70
612061790010,1926,70,130,300,680,1050,1410,1730,1610,1340,730,610,250
617102030000,1926,125,475,545,975,1045,1485,1765,1655,1495,825,675,335
617103380000,1926,63,463,463,1033,1053,1433,1793,1633,1513,793,663,193
617103790000,1926,-65,315,355,1085,1195,1475,1885,1645,1455,735,645,125
617103810000,1926,-78,262,342,1072,1152,1452,1862,1632,1462,712,632,92
617103840000,1926,-7,353,413,1103,1253,1533,1933,1673,1463,773,683,193
617104380000,1926,4,504,424,974,1014,1354,1734,1594,1444,764,614,53
617104710010,1926,60,500,530,1160,1290,1580,2000,1780,1620,940,740,149
617104880000,1926,-45,395,415,1045,1185,1415,1835,1645,1505,835,675,-5
617105540000,1926,-97,403,363,1003,1043,1363,1743,1583,1463,783,603,-47
617105550020,1926,40,480,490,1020,1130,1450,1780,1610,1470,870,650,90
617105780000,1926,-569,-19,-309,441,471,711,1141,1031,981,261,221,-499
617106390010,1926,201,751,591,1141,1191,1511,1841,1731,1631,921,731,91
617106400010,1926,199,749,639,1189,1249,1549,1909,1769,1649,949,729,149
617106770010,1926,-51,449,359,949,1079,1339,1679,1529,1419,789,539,-38
617107390000,1926,155,735,585,1155,1225,1455,1755,1745,1645,935,685,5
617108660010,1926,-121,429,389,959,1089,1299,1639,1629,1519,859,549,-171
617109350010,1926,27,487,517,1067,1167,1417,1787,1707,1587,1017,647,57
617109620000,1926,-170,440,130,740,810,990,1320,1420,1390,760,650,-320
612061790010,1927,260,90,520,600,860,1180,1690,1650,1310,920,300,-190
617102030000,1927,385,285,695,735,1015,1295,1715,1685,1395,1045,335,-165
617103380000,1927,313,203,693,713,1053,1353,1753,1693,1393,963,253,-238
617103790000,1927,195,45,695,685,1055,1415,1865,1715,1425,925,185,-375
617103810000,1927,172,32,712,652,1032,1402,1872,1742,1382,902,172,-368
617103840000,1927,243,83,713,723,1093,1423,1913,1753,1413,923,233,-288
617104380000,1927,203,163,613,693,1043,1333,1663,1603,1343,853,213,-237
617104710010,1927,329,219,819,879,1229,1619,1929,1829,1509,989,319,-242
617104880000,1927,195,5,615,705,1085,1465,1815,1725,1455,895,245,-335
617105540000,1927,133,83,623,723,1063,1413,1703,1613,1343,843,163,-438
617105550020,1927,280,180,690,800,1120,1490,1760,1680,1420,910,270,-280
617105780000,1927,-379,-439,1,31,441,821,1131,1051,801,311,-199,-739
617106390010,1927,321,331,741,931,1341,1591,1821,1751,1471,971,431,-49
617106400010,1927,349,339,769,969,1389,1609,1849,1789,1509,999,429,-81
617106770010,1927,122,22,542,722,1142,1462,1702,1622,1332,752,292,294
617107390000,1927,225,225,655,895,1295,1615,1825,1695,1455,895,405,-85
617108660010,1927,-1,-111,479,759,1259,1569,1759,1669,1359,729,329,-291
617109350010,1927,147,-3,527,867,1397,1637,1857,1737,1417,807,457,-44
617109620000,1927,-110,-120,320,480,990,1300,1460,1410,1170,660,290,-250
612061790010,1928,40,190,110,550,950,1230,1530,1510,1270,920,690,120
617102030000,1928,275,405,335,805,1055,1355,1665,1585,1295,975,785,215
617103380000,1928,252,332,322,772,1042,1372,1782,1592,1252,932,722,72
617103790000,1928,95,215,255,775,1065,1415,1865,1615,1325,915,665,-105
617103810000,1928,92,192,272,752,1072,1402,1882,1622,1362,912,652,-98
617103840000,1928,142,252,322,822,1112,1442,1872,1622,1292,912,732,-18
617104380000,1928,183,293,333,713,1003,1363,1813,1573,1233,883,603,-28
617104710010,1928,268,378,408,868,1158,1588,2008,1778,1368,998,748,63
617104880000,1928,135,195,235,785,1045,1495,1975,1695,1305,905,675,-105
617105540000,1928,112,192,222,662,982,1432,1872,1632,1262,882,592,-178
617105550020,1928,240,290,320,750,1070,1500,1900,1680,1190,910,690,-30
617105780000,1928,-399,-379,-379,141,311,691,1341,1061,771,341,91,-570
617106390010,1928,341,461,551,951,1181,1611,2071,1791,1431,971,701,130
617106400010,1928,369,489,559,959,1229,1619,2059,1799,1429,999,729,118
617106770010,1928,124,184,254,724,1004,1444,1904,1624,1204,784,574,-103
617107390000,1928,325,405,475,925,1115,1645,2095,1805,1415,975,635,65
617108660010,1928,109,199,279,819,979,1549,2019,1769,1299,839,509,-211
617109350010,1928,276,296,456,906,1096,1656,2116,1856,1416,856,606,85
617109620000,1928,30,10,160,570,680,1280,1800,1540,1090,800,390,-270
612061790010,1929,-250,-780,100,280,1130,1270,1550,1600,1420,990,580,400
617102030000,1929,-145,-675,285,485,1205,1355,1655,1655,1555,1045,615,465
617103380000,1929,-388,-948,302,462,1352,1462,1722,1782,1612,1002,582,452
617103790000,1929,-495,-1105,255,455,1425,1515,1835,1835,1605,1015,515,325
617103810000,1929,-498,-1088,252,412,1412,1472,1822,1842,1622,1002,532,302
617103840000,1929,-428,-1028,272,492,1462,1512,1862,1812,1572,1022,542,372
617104380000,1929,-428,-898,352,462,1332,1442,1682,1712,1572,962,472,411
617104710010,1929,-417,-997,403,613,1513,1643,1943,1913,1663,1153,623,517
617104880000,1929,-485,-1115,195,435,1385,1515,1875,1825,1645,1075,515,375
617105540000,1929,-668,-1298,222,422,1322,1482,1752,1772,1532,1002,432,361
617105550020,1929,-550,-1140,320,520,1360,1530,1850,1770,1550,1090,550,440
617105780000,1929,-900,-1170,-250,-240,730,820,1230,1220,1100,480,-20,-250
617106390010,1929,-310,-680,520,670,1530,1650,1980,1900,1770,1090,500,540
617106400010,1929,-312,-742,518,718,1548,1688,1968,1918,1758,1108,538,548
617106770010,1929,-583,-1003,157,417,1337,1487,1797,1757,1497,1007,397,310
617107390000,1929,-405,-695,425,635,1415,1635,1925,1835,1705,1095,545,455
617108660010,1929,-701,-1121,189,479,1299,1559,1839,1749,1529,939,349,169
617109350010,1929,-425,-775,295,615,1405,1735,1935,1795,1675,1025,495,325
617109620000,1929,-590,-850,160,210,1020,1280,1580,1530,1450,840,430,190
612061790010,1930,290,50,230,610,1060,1560,1600,1580,1320,950,610,240
617102030000,1930,445,125,395,865,1125,1755,1675,1665,1415,1025,685,215
617103380000,1930,402,62,432,852,1192,1842,1672,1642,1332,962,652,142
617103790000,1930,205,-25,385,895,1285,1945,1725,1625,1315,905,555,16
617103810000,1930,192,-8,392,882,1292,1932,1722,1642,1302,912,552,80
617103840000,1930,232,52,422,952,1332,1972,1752,1642,1352,822,-9999,-9999
617104380000,1930,261,81,491,841,1151,1831,1641,1601,1311,871,601,70
617104710010,1930,347,77,597,977,1347,2027,1837,1737,1437,987,727,182
617104880000,1930,75,-45,475,905,1245,1975,1705,1665,1365,885,615,99
617105540000,1930,181,-119,411,801,1141,1781,1631,1631,1331,861,601,-9
617105550020,1930,260,20,510,900,1240,1880,1720,1640,1350,920,700,100
617105780000,1930,-20,-550,-90,240,590,1270,1010,1030,740,390,40,-430
617106390010,1930,330,220,690,1050,1340,2030,1740,1750,1440,980,760,180
617106400010,1930,338,238,688,1078,1388,2018,1788,1758,1468,998,788,198
617106770010,1930,60,-50,440,830,1200,1920,1690,1570,1290,820,590,10
617107390000,1930,285,125,625,965,1225,1955,1715,1705,1435,965,715,136
617108660010,1930,-41,-311,469,779,1189,1889,1669,1619,1349,809,619,-61
617109350010,1930,175,25,515,955,1285,2005,1775,1745,1485,895,705,144
617109620000,1930,300,-280,290,600,870,1610,1360,1390,1200,720,520,-210
612061790010,1931,90,-30,-90,440,1210,1340,1590,1510,1110,790,500,180
617103790000,1931,-14,-124,-24,556,1656,1616,1806,1636,1106,746,406,66
617103810000,1931,-40,-140,-40,540,1620,1580,1790,1600,1070,710,380,60
617104710010,1931,142,42,162,732,1732,1782,1912,1732,1172,842,582,146
617105550020,1931,110,-20,90,620,1620,1690,1790,1630,1070,780,540,80
617105780000,1931,-570,-630,-640,-150,1020,1050,1100,930,370,180,-10,-471
617106400010,1931,208,88,328,818,1728,1848,1828,1688,1178,858,568,98
617108660010,1931,-131,-261,-151,579,1499,1719,1709,1569,929,649,289,-211
617109620000,1931,-240,-360,-220,340,1250,1500,1400,1280,670,590,390,-290
612061790010,1932,250,10,30,590,1130,1380,1800,1760,1360,870,520,260
617103790000,1932,146,-164,66,806,1396,1526,1956,1966,1526,886,406,76
617103810000,1932,110,-170,60,770,1370,1480,1930,1920,1450,880,390,40
617103840000,1932,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,951,461,111
617104710010,1932,306,-134,166,896,1436,1596,1956,2026,1626,966,516,191
617105550020,1932,240,-170,120,820,1340,1530,1830,1910,1590,940,470,20
617105780000,1932,-61,-891,-611,109,709,819,1199,1339,1029,269,-11,-11
617106400010,1932,318,48,358,898,1408,1678,1908,2038,1648,968,568,67
617108660010,1932,-11,-461,-51,699,1209,1449,1779,1889,1679,849,319,-141
617109620000,1932,50,-690,-100,420,930,1180,1460,1710,1460,680,340,260
612061790010,1933,-100,20,340,600,1080,1530,1720,1670,1370,960,430,40
617103810000,1933,-360,-50,520,680,1260,1520,1860,1690,1340,830,230,-390
617103840000,1933,-289,21,591,751,1331,1591,1931,1761,1411,901,301,-319
617104710010,1933,-199,101,651,811,1341,1591,2011,1801,1401,971,361,-385
617105550020,1933,-250,130,580,740,1190,1460,1880,1710,1330,940,240,-470
617105780000,1933,-671,-631,9,-31,509,769,1209,1129,829,339,-281,-791
617106400010,1933,-73,267,737,977,1367,1627,2037,1927,1547,997,377,-213
617108660010,1933,-481,-131,399,719,1049,1319,1789,1749,1339,839,159,-632
617109620000,1933,-390,-230,310,480,750,1000,1560,1540,1230,780,160,-590
612061790010,1934,150,270,350,750,1170,1480,1810,1660,1560,1050,620,490
617103790000,1934,-354,-24,546,686,1256,1546,1906,1726,1376,906,256,-424
617103810000,1934,60,210,500,1090,1380,1760,1900,1680,1570,940,450,380
617103840000,1934,131,281,571,1161,1451,1831,1971,1751,1641,1011,521,450
617104710010,1934,195,275,605,1205,1515,1895,2005,1845,1675,1065,545,580
617105550020,1934,130,250,510,1130,1410,1730,1910,1750,1580,1030,490,540
617105780000,1934,-391,-371,-151,509,749,1079,1199,1079,1069,409,-141,9
617106400010,1934,177,267,587,1287,1557,1857,2037,1797,1707,1087,467,687
617108660010,1934,-152,-152,388,1068,1368,1578,1828,1658,1518,838,238,357
617109620000,1934,-120,-140,190,860,1150,1300,1620,1390,1400,740,240,430
612061790010,1935,60,220,250,710,990,1610,1710,1620,1360,920,590,210
617103790000,1935,-104,206,256,786,1096,1856,1846,1726,1446,896,506,36
617103810000,1935,-110,200,240,780,1080,1820,1820,1680,1370,840,500,20
617103840000,1935,-40,270,310,850,1150,1890,1890,1750,1440,910,570,90
617104710010,1935,50,320,340,910,1200,1970,1960,1800,1510,960,670,140
617105550020,1935,40,320,320,870,1150,1860,1890,1760,1460,920,580,110
617105780000,1935,-701,-511,-391,69,399,1179,1159,1159,819,279,-1,-482
617106400010,1935,127,387,567,947,1277,1877,2017,1857,1517,987,657,187
617108660010,1935,-333,87,187,687,1047,1767,1847,1687,1447,897,367,-143
617109620000,1935,-490,-130,0,390,790,1510,1600,1420,1290,660,420,-170
612061790010,1936,270,-80,190,490,1000,1560,1720,1640,1290,730,530,320
617103790000,1936,306,-64,466,686,1356,1766,1806,1686,1306,636,356,137
617103810000,1936,270,-60,470,700,1350,1760,1780,1670,1300,620,350,129
617103840000,1936,340,10,540,770,1420,1830,1850,1740,1370,690,420,200
617105780000,1936,-262,-502,38,58,658,998,1098,1028,698,-72,-42,-222
617106400010,1936,507,247,747,837,1507,1777,1817,1817,1467,817,557,256
617108660010,1936,97,-73,497,757,1257,1537,1707,1607,1327,557,277,16
617109620000,1936,230,-50,350,480,940,1230,1380,1400,1110,290,230,110
612061790010,1937,-100,50,70,620,1220,1470,1720,1800,1410,1040,440,60
617103790000,1937,-353,177,287,837,1627,1787,1797,1787,1447,997,307,-123
617103810000,1937,-361,159,279,819,1619,1739,1769,1749,1379,989,299,-121
617103840000,1937,-290,230,350,890,1690,1810,1830,1820,1450,1060,370,-51
617105780000,1937,-602,-382,-292,98,928,1048,1088,1118,788,498,-242,-562
617106400010,1937,176,456,526,1036,1716,1846,1946,1946,1496,1036,496,136
617108660010,1937,-94,216,386,756,1446,1696,1776,1696,1336,826,326,-135
617109620000,1937,40,80,120,490,1230,1410,1520,1460,1140,860,170,-270
617103790000,1938,127,147,787,557,1187,1657,1817,1917,1427,927,757,-203
617103810000,1938,119,129,739,559,1149,1619,1819,1899,1359,909,739,-211
617103840000,1938,189,199,809,629,1219,1689,1889,1969,1429,979,809,-141
617105780000,1938,-472,-402,148,-242,518,1018,1098,1198,818,308,258,-703
617106090000,1938,287,147,717,587,1127,1707,1697,1757,1427,867,787,-113
617106400010,1938,336,276,936,756,1266,1856,1846,1916,1526,986,816,-64
617108660010,1938,65,-25,625,405,1065,1705,1695,1695,1315,855,525,-335
617109620000,1938,-130,-130,580,110,810,1470,1440,1440,1260,730,680,-290
617103790000,1939,247,247,157,887,1127,1747,1847,1877,1397,607,487,-193
617103810000,1939,239,239,159,889,1119,1699,1799,1849,1369,619,469,-191
617103840000,1939,309,309,229,959,1189,1769,1869,1919,1439,689,539,-121
617105780000,1939,-303,-253,-503,297,377,1037,1117,1207,787,27,-53,-673
617106090000,1939,417,177,327,947,1157,1747,1687,1707,1327,757,667,-34
617106400010,1939,486,266,426,1106,1236,1846,1876,1906,1496,826,746,25
617108660010,1939,125,-85,75,955,985,1615,1685,1735,1275,705,515,-296
617109620000,1939,80,100,-190,750,650,1330,1430,1480,1040,490,460,-320
612061790010,1940,-270,-390,240,800,-9999,-9999,1980,1790,1470,1030,770,180
617103790000,1940,-1003,-733,187,807,1257,1877,1727,1577,1187,767,557,-273
617103810000,1940,-1021,-771,149,819,1259,1839,1719,1479,1159,769,539,-251
617103840000,1940,-951,-701,219,889,1329,1909,1789,1549,1229,839,609,-192
617105780000,1940,-1133,-833,-403,197,507,1067,987,797,677,247,-43,-813
617106090000,1940,-734,-44,476,846,1346,1766,1646,1526,1316,816,626,-194
617106400010,1940,-795,-135,555,1055,1465,1865,1775,1645,1445,895,725,-135
617108660010,1940,-936,-256,324,884,1214,1584,1634,1484,1354,804,484,-597
617109620000,1940,-740,-110,120,630,940,1260,1370,1250,1150,650,340,-660
612061790010,1941,-490,-280,90,360,840,1450,1890,1530,1260,830,260,280
617103790000,1941,-713,-53,267,547,1007,1717,1967,1537,1227,777,107,147
617103810000,1941,-691,-61,269,549,1009,1699,1959,1519,1199,779,99,139
617103840000,1941,-622,8,338,618,1078,1778,2028,1588,1268,848,168,208
617105780000,1941,-1023,-553,-313,-133,187,997,1197,907,677,207,-373,-433
617106090000,1941,-304,126,556,696,966,1716,1856,1546,1326,916,356,236
617106400010,1941,-295,225,655,845,1105,1855,2045,1655,1405,965,425,285
617108660010,1941,-567,33,403,573,903,1623,1773,1573,1193,773,93,-7
617109620000,1941,-480,-60,230,320,600,1370,1520,1300,1030,500,70,-210
612061790010,1942,-620,-610,-340,450,990,1300,1530,1740,1420,1040,490,320
617103790000,1942,-813,-533,-43,767,1297,1477,1677,1887,1537,1077,327,238
617103810000,1942,-781,-541,-51,749,1269,1459,1659,1839,1489,1019,329,229
617103840000,1942,-712,-472,18,818,1338,1528,1728,1908,1558,1088,398,298
617105780000,1942,-1243,-923,-343,17,607,807,1027,1257,1057,607,-263,-184
617106090000,1942,-564,-424,476,976,1296,1586,1676,1766,1576,1226,396,236
617106400010,1942,-585,-375,445,1085,1415,1665,1785,1915,1695,1295,515,235
617108660010,1942,-937,-567,293,743,1253,1533,1693,1743,1633,1193,163,32
617109620000,1942,-770,-630,280,450,1020,1260,1420,1530,1450,1110,-80,180
612061790010,1943,-80,370,410,850,1190,1500,1700,1630,1360,1040,440,210
617103790000,1943,-102,308,578,968,1338,1538,1858,1908,1408,998,228,-22
617103810000,1943,-121,309,589,959,1349,1519,1849,1869,1379,969,219,-21
617103840000,1943,-52,378,658,1028,1418,1588,1918,1938,1448,1038,288,47
617105780000,1943,-554,-214,-24,246,626,776,1196,1286,876,616,-284,-424
617106090000,1943,156,346,616,1046,1396,1476,1866,1776,1396,1026,356,65
617106400010,1943,95,425,785,1175,1505,1595,1985,1975,1525,1125,405,134
617108660010,1943,-88,222,572,922,1272,1452,1772,1912,1452,962,232,-49
617109620000,1943,0,130,500,710,1030,1120,1540,1700,1260,950,10,-110
612061790010,1944,320,140,150,620,990,1360,1740,1910,1330,970,490,150
617103790000,1944,338,-12,148,858,1248,1528,1908,2118,1388,898,448,-122
617103810000,1944,339,-11,129,849,1209,1519,1879,2099,1359,879,429,-141
617103840000,1944,407,57,197,917,1277,1587,1947,2167,1427,947,497,-73
617105780000,1944,-284,-744,-634,166,486,776,1126,1446,756,376,-224,-454
617106090000,1944,365,-5,235,1035,1295,1485,1745,2005,1265,885,505,115
617106400010,1944,444,94,364,1164,1434,1584,1874,2194,1384,1054,554,84
617108660010,1944,201,-349,-59,881,1201,1451,1681,1961,1301,811,351,-189
617109620000,1944,40,-460,-310,670,900,1140,1420,1780,1090,590,160,-230
612061790010,1945,-90,230,520,770,1160,1530,1800,1730,1390,1040,590,240
617103790000,1945,-332,378,648,878,1418,1708,1838,1708,1408,988,368,88
617103810000,1945,-351,359,619,869,1409,1699,1819,1679,1379,969,349,79
617103840000,1945,-283,427,687,897,1437,1727,1857,1727,1427,1007,387,147
617105780000,1945,-934,-224,-34,236,806,1026,1136,1016,766,416,-204,-375
617106090000,1945,-405,535,685,1025,1515,1725,1865,1645,1465,985,425,225
617106400010,1945,-386,534,794,1174,1624,1894,2044,1794,1634,1124,534,254
617108660010,1945,-639,341,551,891,1471,1751,1881,1671,1381,841,201,-20
617109620000,1945,-680,200,340,650,1250,1610,1610,1420,1220,800,100,-50
612061790010,1946,-30,110,-9999,-9999,1150,1370,1790,1610,1420,760,470,0
617103790000,1946,-132,178,328,1088,1538,1568,1998,1678,1478,638,348,-282
617103810000,1946,-141,159,319,1059,1519,1589,2009,1649,1429,629,319,-281
617103840000,1946,-73,227,387,1127,1587,1657,2077,1717,1497,697,387,-213
617105780000,1946,-675,-415,-85,455,895,875,1245,1075,895,75,-95,-735
617106090000,1946,-129,411,511,1061,1351,1461,1811,1621,1391,861,531,-130
617106400010,1946,-106,484,624,1254,1584,1634,1984,1814,1564,904,524,-116
617108660010,1946,-390,230,450,1080,1410,1490,1860,1690,1460,610,230,-331
617109620000,1946,-240,-20,290,900,1140,1220,1600,1440,1310,550,230,-350
612061790010,1947,-300,-600,-170,630,1160,1690,1820,1980,1660,950,540,250
617103790000,1947,-572,-852,168,968,1568,1908,1948,1868,1788,768,488,118
617103810000,1947,-591,-871,129,929,1589,1899,1919,1839,1739,709,459,119
